

0,add, 	0x00, 	4, 	5, 	7, 	0, 	0x20, 	40, 			50, 			90, 		0x00, 	40+50=90
132,sub, 	0x00, 	9, 	5, 	31,	0, 	0x22,-300, 			-250, 			-50, 		0x00,	-300+250=-50
136,sub, 	0x00, 	9, 	5, 	9, 	0, 	0x22,-300, 			250, 			-550, 		0x00,	-300+250=-550
140,sub, 	0x00, 	9, 	5, 	7, 	0, 	0x22, 	2147483647, 	2147483647, 	0, 			0x00,	a-a=0
144,sub, 	0x00, 	9, 	5, 	7, 	0, 	0x22, 	2147483648, 	2147483648, 	0,0x00,0x80..-0x800..=0
148,sub, 	0x00, 	4, 	5, 	7, 	0, 	0x22, 	-2147483647, 	-2147483647,	0, 			0x00,	a-a=0
152,sub, 	0x00, 	4, 	5, 	7, 	0, 	0x22, 	-2147483647, 	2147483647, 	2, 			0x2005,	overflow
156,sub, 	0x00, 	4, 	5, 	7, 	0, 	0x22, 	-2147483647, 	2147483648,		1,0x00, -2147483647 -(- 2147483648) = 1
160,sub, 	0x00, 	4, 	5, 	7, 	0, 	0x22, 	-2147483647, 	483647, 		-2147967294,0x2005,	overflow
164,sub, 	0x00, 	4, 	5, 	10,	0, 	0x22, 	2147483647, 	2147483648, 	-1,0x2005, 2147483647 -(- 2147483648) = -1
168,sub, 	0x00, 	4, 	5, 	7, 	0, 	0x22, 	1073741824, 	1073741824, 	0, 			0x00,	a-a=0
172,sub, 	0x00, 	4, 	5, 	7, 	0, 	0x22, 	1073741824, 	-1073741824, 	2147483648,	0x2005,	overflow
176,sub, 	0x00, 	0, 	5, 	7, 	4, 	0x20, 	X, 				X, 				X, 			0x2004,	shift not 0
180,sub, 	0x00, 	0, 	5, 	7, 	0, 	0x22, 	1073741824, 	1073741824, 	-1073741824,0x00,	can't store number in 0reg
184,subu, 	0x00, 	4, 	5, 	7, 	0, 	0x23, 	40, 			50, 			-10, 		0x00, 	40-50 = -10
188,subu, 	0x00, 	4, 	5, 	7, 	0, 	0x23, 	200, 			50, 			150, 		0x00, 	200-50 = 150
192,subu, 	0x00, 	4, 	5, 	7, 	0, 	0x23,-1, 			-1, 			0, 			0x00,	(-1)-(-1)=0
196,subu, 	0x00, 	4, 	5, 	7, 	0, 	0x23,0, 				46746, 			-46746, 	0x00,	-46746 + 0 = -46746
200,subu, 	0x00, 	4, 	5, 	0, 	0, 	0x23,0, 				46746, 			0, 			0x00,	0 dest reg remains 0
204,subu, 	0x00, 	9, 	5, 	31,	0, 	0x23,-300, 			-250, 			-50, 		0x00,	-300+250=-50
208,subu, 	0x00, 	9, 	5, 	9, 	0, 	0x23,-300, 			250, 			-550, 		0x00,	-300+250=-550
212,subu, 	0x00, 	9, 	5, 	7, 	0, 	0x23, 	2147483647, 	2147483647, 	0, 			0x00,	a-a=0
216,subu, 	0x00, 	9, 	5, 	7, 	0, 	0x23, 	2147483648, 	2147483648, 	0, 			0x00,	2147483648 stored
220,subu, 	0x00, 	4, 	5, 	7, 	0, 	0x23, 	-2147483647, 	-2147483647,	0, 			0x00,	a-a=0
224,subu, 	0x00, 	4, 	5, 	7, 	0, 	0x23, 	-2147483647, 	2147483647, 	2, 			0x00,	-a-a!=-2a overflow
228,subu, 	0x00, 	4, 	5, 	7, 	0, 	0x23, 	-2147483647, 	2147483648,		1, 			0x00,	2147483648 stored: overflow
232,subu, 	0x00, 	4, 	5, 	7, 	0, 	0x23, 	-2147483647, 	483647, 		-2147967294,0x00,	overflow
236,subu, 	0x00, 	4, 	5, 	10,	0, 	0x23, 	2147483647, 	2147483648, 	-1, 		0x00,	2147483647 - 2147483648 = -1
240,subu, 	0x00, 	4, 	5, 	7, 	0, 	0x23, 	1073741824, 	1073741824, 	0, 			0x00,	a-a=0
244,subu, 	0x00, 	4, 	5, 	7, 	0, 	0x23, 	1073741824, 	-1073741824, 	2147483648,	0x00,	pos+pos=neg
248,subu, 	0x00, 	0, 	5, 	7, 	0, 	0x23, 	1073741824, 	1073741824, 	-1073741824,0x00,	can't store number in 0reg
252,subu, 	0x00, 	0, 	5, 	7, 	4, 	0x20, 	X, 				X, 				X, 			0x2004,	shift not 0
256,and, 	0x00, 	0, 	5, 	7, 	4, 	0x24, 	X, 				X, 				X, 			0x2004,	shift not 0
260,and, 	0x00, 	4, 	5, 	7, 	0, 	0x24,-1, 			-1, 			-1, 		0x00,	1&1=1
264,and, 	0x00, 	4, 	5, 	0, 	0, 	0x24,5, 				46746, 			0, 			0x00,	0 dest reg remains 0
268,and, 	0x00, 	4, 	5, 	7, 	0, 	0x24, 	40, 			0, 				0, 			0x00, 	a&0=0
272,and, 	0x00, 	4, 	5, 	7, 	0, 	0x24, 	200, 			-1, 			200, 		0x00, 	a&1=a
276,and, 	0x00, 	4, 	5, 	7, 	0, 	0x24,0, 				0, 				0, 			0x00,	0&0=0
280,and, 	0x00, 	9, 	5, 	31,	0, 	0x24,15, 			8, 				8, 			0x00,	15&8=8
284,and, 	0x00, 	0, 	5, 	31,	0, 	0x24,8, 				15, 			0, 			0x00,	can't store in 0 src reg
288,and, 	0x00, 	9, 	5, 	7, 	0, 	0x24, 	2147483647, 	-2147483648, 	0, 			0x00,	0x800..&0x7FF..=0
292,or, 	0x00, 	0, 	5, 	7, 	4, 	0x25, 	X, 				X, 				X, 			0x2004,	shift not 0
296,or, 	0x00, 	4, 	5, 	7, 	0, 	0x25,-1, 			-1, 			-1, 		0x00,	1|1=1
300,or, 	0x00, 	4, 	5, 	0, 	0, 	0x25,0, 				46746, 			0, 			0x00,	0 dest reg remains 0
304,or, 	0x00, 	4, 	5, 	7, 	0, 	0x25, 	40, 			0, 				40,			0x00, 	a|0=a
308,or, 	0x00, 	4, 	5, 	7, 	0, 	0x25, 	200, 			-1, 			-1, 		0x00, 	a|1=1
312,or, 	0x00, 	4, 	5, 	7, 	0, 	0x25,0, 				0, 				0, 			0x00,	0|0=0
316,or, 	0x00, 	9, 	5, 	31,	0, 	0x25,15, 			8, 				15,			0x00,	15|8=15
320,or, 	0x00, 	0, 	5, 	31,	0, 	0x25,15, 			8, 				8, 			0x00,	can't store in 0 src reg
324,or, 	0x00, 	9, 	5, 	7, 	0, 	0x25, 	2147483647, 	-2147483648, 	-1, 		0x00,	0x800..|0x7FF..=1
328,xor, 	0x00, 	0, 	5, 	7, 	4, 	0x26, 	X, 				X, 				X, 			0x2004,	shift not 0
332,xor, 	0x00, 	4, 	5, 	7, 	0, 	0x26,-1, 			-1, 			0, 			0x00,	1^1=0
336,xor, 	0x00, 	4, 	5, 	0, 	0, 	0x26,0, 				46746, 			0, 			0x00,	0 dest reg remains 0
340,xor, 	0x00, 	4, 	5, 	7, 	0, 	0x26, 	40, 			0, 				40,			0x00, 	a^0=a
344,xor, 	0x00, 	4, 	5, 	7, 	0, 	0x26, 	4, 				-1, 			-5, 		0x00, 	a^1=-(a+1)
348,xor, 	0x00, 	4, 	5, 	7, 	0, 	0x26,0, 				0, 				0, 			0x00,	0^0=0
352,xor, 	0x00, 	9, 	5, 	31,	0, 	0x26,15, 			8, 				7, 			0x00,	15^8=8
356,xor, 	0x00, 	0, 	5, 	31,	0, 	0x26,8, 				15, 			15, 		0x00,	can't store in 0 src reg
360,xor, 	0x00, 	9, 	5, 	7, 	0, 	0x26, 	2147483647, 	-2147483648, 	-1,			0x00,	0x800..^0x7FF..=1
364,slt, 	0x00, 	0, 	5, 	7, 	4, 	0x2A, 	X, 				X, 				X, 			0x2004,	shift not 0
368,slt, 	0x00, 	4, 	5, 	7, 	0, 	0x2A,0, 				0, 				0, 			0x00,	0!<0
372,slt, 	0x00, 	4, 	5, 	0, 	0, 	0x2A,4, 				46746, 			0, 			0x00,	0 dest reg remains 0
376,slt, 	0x00, 	9, 	5, 	7, 	0, 	0x2A, 	2147483647, 	-2147483648, 	0,			0x00,	0x7FF..>0x800..: signed comp
380,slt, 	0x00, 	0, 	5, 	31,	0, 	0x2A,-1, 			-2, 			0, 			0x00,	can't store in 0 src reg
384,slt, 	0x00, 	4, 	0, 	7, 	0, 	0x2A,3, 				5, 				0, 			0x00,	can't store in 0 src reg
388,slt, 	0x00, 	4, 	5, 	7, 	0, 	0x2A, 	-40, 			-50, 			0,			0x00, 	-40 > -50
392,slt, 	0x00, 	4, 	5, 	7, 	0, 	0x2A, 	-50, 			-40, 			1,			0x00, 	-50 < -40
396,slt, 	0x00, 	4, 	5, 	15,0, 	0x2A,4, 				467, 			1, 			0x00,	4<467
400,slt, 	0x00, 	4, 	5, 	15,0, 	0x2A,467, 			4, 				0, 			0x00,	467>4
404,slt, 	0x00, 	4, 	5, 	7, 	0, 	0x2A, 	1, 				-1, 			0, 			0x00, 	1 > -1
408,slt, 	0x00, 	4, 	5, 	7, 	0, 	0x2A, 	-1, 			1, 				1, 			0x00, 	-1 < 1
412,sltu, 	0x00, 	0, 	5, 	7, 	4, 	0x2B, 	X, 				X, 				X, 			0x2004,	shift not 0
416,sltu, 	0x00, 	4, 	5, 	7, 	0, 	0x2B,0, 				0, 				0, 			0x00,	0!<0
420,sltu, 	0x00, 	4, 	5, 	0, 	0, 	0x2B,4, 				46746, 			0, 			0x00,	0 dest reg remains 0
424,sltu, 	0x00, 	9, 	5, 	7, 	0, 	0x2B, 	2147483647, 	-2147483648, 	1,			0x00,	0x7FF..<0x800..: unsigned comp
428,sltu, 	0x00, 	0, 	5, 	31,	0, 	0x2B,-1, 			-2, 			1, 			0x00,	can't store in 0 src reg
432,sltu, 	0x00, 	4, 	0, 	7, 	0, 	0x2B,3, 				5, 				0, 			0x00,	can't store in 0 src reg
436,sltu, 	0x00, 	4, 	5, 	7, 	0, 	0x2B, 	-1, 			-2, 			0,			0x00, 	-1 > -2 unsigned comp
440,sltu, 	0x00, 	4, 	5, 	7, 	0, 	0x2B, 	-2, 			-1, 			1,			0x00, 	-2 < -1 unsigned comp
444,sltu, 	0x00, 	4, 	5, 	15,0, 	0x2B,4, 				467, 			1, 			0x00,	4<467
448,sltu, 	0x00, 	4, 	5, 	15,0, 	0x2B,467, 			4, 				0, 			0x00,	467>4
452,sltu, 	0x00, 	4, 	5, 	7, 	0, 	0x2B, 	1, 				-1, 			1, 			0x00, 	1 < -1 unsigned comp
456,sltu, 	0x00, 	4, 	5, 	7, 	0, 	0x2B, 	-1, 			1, 				0, 			0x00, 	-1 > 1 unsigned comp
460,srl, 	0x00, 	5, 	5, 	7, 	4, 	0x02, 	X, 				X, 				X, 			0x2004,	rs not 0
464,srl, 	0x00, 	0, 	5, 	7, 	0, 	0x02,   X, 				0, 				0, 			0x00,	0>>0=0
468,srl, 	0x00, 	0, 	5, 	0, 	2, 	0x02,   X, 				8, 				0, 			0x00,	0 dest reg remains 0
472,srl, 	0x00, 	0, 	5, 	1, 	3, 	0x02,   X, 				4, 				0, 			0x00,	4>>3=0
476,srl, 	0x00, 	0, 	5, 	7, 	31,	0x02, 	X, 				-1, 			1,			0x00,	-1>>31=1
480,srl, 	0x00, 	0, 	5, 	31,	2, 	0x02,   X, 				16, 			4, 			0x00,	16>>2=4
484,srl, 	0x00, 	0, 	0, 	7, 	2, 	0x02,   X, 				5, 				0, 			0x00,	can't store in 0 src reg
488,srl, 	0x00, 	0, 	5, 	7, 	3, 	0x02, 	X, 				-2147483648, 	268435456,	0x00, 	0x800..>>3=0x100..
492,sll, 	0x00, 	5, 	5, 	7, 	4, 	0x00, 	X, 				X, 				X, 			0x2004,	rs not 0
496,sll, 	0x00, 	0, 	5, 	7, 	0, 	0x00,   X, 				0, 				0, 			0x00,	0<<0=0
500,sll, 	0x00, 	0, 	5, 	0, 	2, 	0x00,   X, 				8, 				0, 			0x00,	0 dest reg remains 0
504,sll, 	0x00, 	0, 	5, 	1, 	3, 	0x00,   X, 				8, 				64, 		0x00,	8<<3=64
508,sll, 	0x00, 	0, 	5, 	7, 	31,	0x00, 	X, 				-1, 			-2147483648,0x00,	-1<<31=0x8000 0000
512,sll, 	0x00, 	0, 	5, 	31,	2, 	0x00,   X, 				16, 			64,			0x00,	16<<2=64
516,sll, 	0x00, 	0, 	0, 	7, 	2, 	0x00,   X, 				5, 				0, 			0x00,	can't store in 0 src reg
520,sll, 	0x00, 	0, 	5, 	7, 	3, 	0x00, 	X, 				268435456, 		-2147483648,0x00, 	0x100..<<3=0x800..
524,sll, 	0x00, 	0, 	5, 	7, 	1, 	0x00, 	X, 				-2147483648, 	0,			0x00, 	0x800..<<1=0
528,srlv, 	0x00, 	1, 	5, 	7, 	7, 	0x06, 	9, 				X, 				X, 			0x2004,	shift not 0
532,srlv, 	0x00, 	1, 	5, 	7, 	0, 	0x06,0, 				0, 				0, 			0x00,	0>>0=0
536,srlv, 	0x00, 	1, 	5, 	0, 	0, 	0x06,6, 				8, 				0, 			0x00,	0 dest reg remains 0
540,srlv, 	0x00, 	1, 	5, 	1, 	0, 	0x06,3, 				4, 				0, 			0x00,	4>>3=0
544,srlv, 	0x00, 	1, 	5, 	7, 	0,	0x06, 	31,				-1, 			1,			0x00,	-1>>31=1
548,srlv, 	0x00, 	1, 	5, 	31,	0, 	0x06,2, 				16, 			4, 			0x00,	16>>2=4
552,srlv, 	0x00, 	1, 	0, 	7, 	0, 	0x06,6, 				5, 				0, 			0x00,	can't store in 0 src reg
556,srlv, 	0x00, 	1, 	5, 	7, 	0, 	0x06, 	3, 				-2147483648, 	268435456,	0x00, 	0x800..>>3=0x100..
560,srlv, 	0x00, 	1, 	5, 	7, 	0, 	0x06, 	32,				-2147483648, 	-2147483648,0x00, 	only 5LSBs of src1 taken
564,srlv, 	0x00, 	1, 	5, 	7, 	0, 	0x06, 	36,				256, 			16,			0x00, 	256>>4=16 - 5LSBs!
568,sllv, 	0x00, 	8, 	5, 	7, 	7, 	0x04, 	9, 				X, 				X, 			0x2004,	shift not 0
572,sllv, 	0x00, 	8, 	5, 	7, 	0, 	0x04,0, 				0, 				0, 			0x00,	0<<0=0
576,sllv, 	0x00, 	8, 	5, 	0, 	0, 	0x04,6, 				8, 				0, 			0x00,	0 dest reg remains 0
580,sllv, 	0x00, 	8, 	5, 	1, 	0, 	0x04,3, 				8, 				64, 		0x00,	8<<3=64
584,sllv, 	0x00, 	8, 	5, 	7, 	0,	0x04, 	31,				-1, 			-2147483648,0x00,	-1<<31=0x8000 0000
588,sllv, 	0x00, 	8, 	5, 	31,	0, 	0x04,2, 				16, 			64,			0x00,	16<<2=64
592,sllv, 	0x00, 	8, 	0, 	7, 	0, 	0x04,6, 				5, 				0, 			0x00,	can't store in 0 src reg
596,sllv, 	0x00, 	8, 	5, 	7, 	0, 	0x04, 	3, 				268435456, 		-2147483648,0x00, 	0x100..<<3=0x800..
600,sllv, 	0x00, 	8, 	5, 	7, 	0, 	0x04, 	1, 				-2147483648, 	0,			0x00, 	0x800..<<1=0
604,sllv, 	0x00, 	8, 	5, 	7, 	0, 	0x04, 	32,				-2147483648, 	-2147483648,0x00, 	only 5LSBs of src1 taken
608,sllv, 	0x00, 	8, 	5, 	7, 	0, 	0x04, 	36,				16, 			256,		0x00, 	16<<4=256 - 5LSBs!
612,sra, 	0x00, 	5, 	5, 	7, 	4, 	0x03, 	X, 				X, 				X, 			0x2004,	rs not 0
616,sra, 	0x00, 	0, 	5, 	7, 	0, 	0x03,   X, 				0, 				0, 			0x00,	0>>0=0
620,sra, 	0x00, 	0, 	5, 	0, 	2, 	0x03,   X, 				8, 				0, 			0x00,	0 dest reg remains 0
624,sra, 	0x00, 	0, 	5, 	1, 	3, 	0x03,   X, 				4, 				0, 			0x00,	4>>3=0
628,sra, 	0x00, 	0, 	5, 	7, 	31,	0x03, 	X, 				-1, 			-1,			0x00,	-1>>31=-1
632,sra, 	0x00, 	0, 	5, 	7, 	31,	0x03, 	X, 				2147483647, 	0,			0x00,	0x7FF..>>31=0
636,sra, 	0x00, 	0, 	5, 	31,	2, 	0x03,   X, 				16, 			4, 			0x00,	16>>2=4
640,sra, 	0x00, 	0, 	0, 	7, 	2, 	0x03,   X, 				5, 				0, 			0x00,	can't store in 0 src reg
644,srav, 	0x00, 	1, 	5, 	7, 	7, 	0x07, 	9, 				X, 				X, 			0x2004,	shift not 0
648,srav, 	0x00, 	1, 	5, 	7, 	0, 	0x07,0, 				0, 				0, 			0x00,	0>>0=0
652,srav, 	0x00, 	1, 	5, 	0, 	0, 	0x07,6, 				8, 				0, 			0x00,	0 dest reg remains 0
656,srav, 	0x00, 	1, 	5, 	1, 	0, 	0x07,3, 				4, 				0, 			0x00,	4>>3=0
660,srav, 	0x00, 	1, 	5, 	7, 	0,	0x07, 	31,				-1, 			-1,			0x00,	-1>>31=-1
664,srav, 	0x00, 	1, 	5, 	31,	0, 	0x07,2, 				16, 			4, 			0x00,	16>>2=4
668,srav, 	0x00, 	1, 	0, 	7, 	0, 	0x07,6, 				5, 				0, 			0x00,	can't store in 0 src reg
672,srav, 	0x00, 	1, 	5, 	7, 	0, 	0x07, 	32,				-2147483648, 	-2147483648,0x00, 	only 5LSBs of src1 taken
676,srav, 	0x00, 	1, 	5, 	7, 	0, 	0x07, 	36,				256, 			16,			0x00, 	256>>4=16 - 5LSBs!
